no;date;time;year;month;doy;dow;death;cvd;resp;temp;dptp;rhum;pm10;o3
3792;19/05/1997;3792;1997;5;139;Monday;96;40;7;12.22222222;42.375;69.75;22.50210843;18.66547444
3793;20/05/1997;3793;1997;5;140;Tuesday;118;58;8;10.83333333;38.125;57;27.57056005;17.0748764
3794;21/05/1997;3794;1997;5;141;Wednesday;111;47;11;8.888888889;34.375;61.125;12.52902021;19.44639052
3795;22/05/1997;3795;1997;5;142;Thursday;107;32;10;10.27777778;34.625;47;31.62820507;19.46430718
3796;23/05/1997;3796;1997;5;143;Friday;106;39;9;14.44444444;40.75;42.75;37.44041047;24.404104
3797;24/05/1997;3797;1997;5;144;Saturday;101;46;7;20.27777778;56.125;80.625;63.41915988;39.54065226
3798;25/05/1997;3798;1997;5;145;Sunday;107;40;5;10;44.5;85.75;23.48358224;36.58576913
3799;26/05/1997;3799;1997;5;146;Monday;109;39;9;10;35.875;54.875;6.514092276;31.69932313
3800;27/05/1997;3800;1997;5;147;Tuesday;100;39;10;13.33333333;39.375;56.25;27.41643914;28.82260397
3801;28/05/1997;3801;1997;5;148;Wednesday;109;51;13;14.72222222;56.875;96.625;31.9384715;19.48259509
3802;29/05/1997;3802;1997;5;149;Thursday;92;28;4;14.44444444;50.75;79.875;23.3789129;16.4525008
3803;30/05/1997;3803;1997;5;150;Friday;114;44;6;16.11111111;51.75;67;27.38152279;27.51184224
3804;31/05/1997;3804;1997;5;151;Saturday;110;40;14;15;53.375;85.125;22.38754531;36.22922595
3805;01/06/1997;3805;1997;6;152;Sunday;99;33;5;15.83333333;51.25;69.125;17.25816815;43.13465877
3806;02/06/1997;3806;1997;6;153;Monday;100;42;4;14.44444444;54.5;84;19.29232756;29.00954442
3807;03/06/1997;3807;1997;6;154;Tuesday;104;42;6;16.38888889;52.625;73;27.54697229;29.66481212
3808;04/06/1997;3808;1997;6;155;Wednesday;94;38;4;15;47.5;53;30.26689997;29.38909189
3809;05/06/1997;3809;1997;6;156;Thursday;114;49;11;16.66666667;56;67.25;49.35959558;30.05639141
3810;06/06/1997;3810;1997;6;157;Friday;114;48;12;17.5;58.75;88.5;49.44905137;23.18501701
3811;07/06/1997;3811;1997;6;158;Saturday;117;47;8;14.72222222;55.375;91.75;16.37289331;20.46939361
3812;08/06/1997;3812;1997;6;159;Sunday;97;45;5;16.11111111;48.625;68.5;21.39638233;39.8508987
3813;09/06/1997;3813;1997;6;160;Monday;102;39;10;16.94444444;51.75;60.5;35.92832753;40.33161469
3814;10/06/1997;3814;1997;6;161;Tuesday;95;41;5;19.16666667;53.875;54.625;49.3420845;39.86954046
3815;11/06/1997;3815;1997;6;162;Wednesday;115;38;7;19.72222222;63.125;83.125;56.43336198;19.68210069
3816;12/06/1997;3816;1997;6;163;Thursday;105;50;6;21.11111111;63.625;78.75;58.58402009;19.35073723
3817;13/06/1997;3817;1997;6;164;Friday;98;30;8;21.66666667;52;70.875;41.56473643;27.88823477
3818;14/06/1997;3818;1997;6;165;Saturday;94;28;10;13.61111111;41.875;54.625;10.62247388;20.11088314
3819;15/06/1997;3819;1997;6;166;Sunday;126;47;8;17.22222222;59.75;53.875;34.09986253;34.009899
3820;16/06/1997;3820;1997;6;167;Monday;115;39;13;19.44444444;53.375;64.375;25.5283703;31.32602233
3821;17/06/1997;3821;1997;6;168;Tuesday;110;46;12;15.83333333;50.375;72.625;25.46726009;22.22462023
3822;18/06/1997;3822;1997;6;169;Wednesday;94;36;4;19.44444444;61.125;75;50.43299488;30.28522271
3823;19/06/1997;3823;1997;6;170;Thursday;94;34;7;21.11111111;65.875;65.375;58.58482651;31.01451417
3824;20/06/1997;3824;1997;6;171;Friday;112;47;4;27.5;72.875;77.125;76.5326287;39.0972098
3825;21/06/1997;3825;1997;6;172;Saturday;106;49;7;24.16666667;64.75;72.5;28.51191846;28.95785442
3826;22/06/1997;3826;1997;6;173;Sunday;97;44;8;25;66.875;66.25;22.71313145;36.7826775
3827;23/06/1997;3827;1997;6;174;Monday;99;47;5;28.05555556;69.625;61.125;69.75889513;28.2229852
3828;24/06/1997;3828;1997;6;175;Tuesday;94;31;7;28.88888889;60;39.375;124.9244627;31.06251535
3829;25/06/1997;3829;1997;6;176;Wednesday;124;59;6;25.55555556;62.75;57.625;38.95571594;28.50459959
3830;26/06/1997;3830;1997;6;177;Thursday;97;46;11;23.05555556;55.25;58;26.97649127;28.88077645
3831;27/06/1997;3831;1997;6;178;Friday;120;44;11;22.5;59;54.125;45.2089059;30.69312676
3832;28/06/1997;3832;1997;6;179;Saturday;96;42;4;23.33333333;62;57.875;48.02607919;45.20461431
3833;29/06/1997;3833;1997;6;180;Sunday;95;31;8;23.88888889;65.25;59.625;62.05210705;55.55184945
3834;30/06/1997;3834;1997;6;181;Monday;114;61;7;24.44444444;69.25;90.875;36.0513003;18.94375986
3835;01/07/1997;3835;1997;7;182;Tuesday;121;51;8;25.27777778;68.625;65.375;47.03606535;37.25026137
3836;02/07/1997;3836;1997;7;183;Wednesday;108;41;5;26.38888889;55.75;53;59.05225962;29.43793397
3837;03/07/1997;3837;1997;7;184;Thursday;98;45;6;20.27777778;54.25;61.375;24.4172326;17.54698661
3838;04/07/1997;3838;1997;7;185;Friday;98;40;11;16.38888889;51.875;68.75;11.05486951;10.04186258
3839;05/07/1997;3839;1997;7;186;Saturday;109;41;10;18.61111111;50.75;50.875;16.06530907;20.61267667
3840;06/07/1997;3840;1997;7;187;Sunday;106;38;15;21.11111111;57.75;68.25;19.17898128;31.18474698
3841;07/07/1997;3841;1997;7;188;Monday;107;40;11;18.61111111;52.5;61.75;22.06724846;26.21376835
3842;08/07/1997;3842;1997;7;189;Tuesday;95;41;11;21.66666667;58;82.875;39.99939131;29.06015546
3843;09/07/1997;3843;1997;7;190;Wednesday;86;33;5;16.66666667;50.75;64.25;15.97958867;27.32311
3844;10/07/1997;3844;1997;7;191;Thursday;106;35;15;18.05555556;51;52.875;27.07542324;24.22650234
3845;11/07/1997;3845;1997;7;192;Friday;98;42;6;20.27777778;59.125;61.375;42.07804032;33.34047029
3846;12/07/1997;3846;1997;7;193;Saturday;98;41;7;23.61111111;63.5;57.875;59.18752763;47.60901434
3847;13/07/1997;3847;1997;7;194;Sunday;115;43;10;28.05555556;71.75;61.875;59.19050656;38.14625551
3848;14/07/1997;3848;1997;7;195;Monday;114;58;8;28.33333333;62.375;55.5;42.172187;27.10121665
3849;15/07/1997;3849;1997;7;196;Tuesday;96;40;9;26.11111111;64.25;53;29.40824683;23.85551441
3850;16/07/1997;3850;1997;7;197;Wednesday;92;33;4;28.05555556;59.875;42.875;40.23237984;31.28715486
3851;17/07/1997;3851;1997;7;198;Thursday;103;46;5;28.88888889;68.625;61.75;59.24023108;42.92711243
3852;18/07/1997;3852;1997;7;199;Friday;101;47;7;26.11111111;69.125;94.5;56.27300559;19.94378062
3853;19/07/1997;3853;1997;7;200;Saturday;106;57;6;23.61111111;60.625;67.5;22.34833868;29.37703626
3854;20/07/1997;3854;1997;7;201;Sunday;108;51;9;24.72222222;71.625;68.875;39.34833868;35.50825219
3855;21/07/1997;3855;1997;7;202;Monday;90;32;9;22.22222222;65.125;94.875;27.91790513;30.4969103
3856;22/07/1997;3856;1997;7;203;Tuesday;89;44;8;20.55555556;64.375;85.375;22.24365548;27.19777588
3857;23/07/1997;3857;1997;7;204;Wednesday;102;31;7;20.55555556;59.75;72.875;26.23318716;30.53126206
3858;24/07/1997;3858;1997;7;205;Thursday;114;64;5;22.5;64.75;71.25;44.30565383;37.90377688
3859;25/07/1997;3859;1997;7;206;Friday;95;42;5;24.44444444;75.75;79.25;79.45274129;36.42053634
3860;26/07/1997;3860;1997;7;207;Saturday;110;43;10;29.72222222;73.375;81.875;59.42395341;42.5656576
3861;27/07/1997;3861;1997;7;208;Sunday;86;33;7;27.5;73.75;74.75;36.2327352;26.58564066
3862;28/07/1997;3862;1997;7;209;Monday;109;55;7;23.61111111;57.375;63.375;17.37161182;20.06670909
3863;29/07/1997;3863;1997;7;210;Tuesday;108;49;3;19.16666667;50.875;56.375;6.358526414;19.54018167
3864;30/07/1997;3864;1997;7;211;Wednesday;99;42;3;20.27777778;52.375;58.5;15.35937112;20.482864
3865;31/07/1997;3865;1997;7;212;Thursday;116;55;6;20.55555556;56.25;56.125;37.47959228;24.72689263
3866;01/08/1997;3866;1997;8;213;Friday;105;50;2;23.61111111;58.875;51;71.57119007;40.55180505
3867;02/08/1997;3867;1997;8;214;Saturday;108;45;10;27.5;59.375;50.75;48.71593965;42.99936156
3868;03/08/1997;3868;1997;8;215;Sunday;102;32;8;25.55555556;66.5;72.875;35.56072175;36.36316764
3869;04/08/1997;3869;1997;8;216;Monday;81;43;5;21.66666667;57.75;71.25;14.60259503;20.69499379
3870;05/08/1997;3870;1997;8;217;Tuesday;94;40;6;16.94444444;45.875;54.75;10.69666231;19.0935918
3871;06/08/1997;3871;1997;8;218;Wednesday;69;35;4;18.05555556;54;56.625;29.56432814;14.74603458
3872;07/08/1997;3872;1997;8;219;Thursday;121;43;6;19.44444444;55.5;63;46.58788186;25.28636021
3873;08/08/1997;3873;1997;8;220;Friday;88;34;5;20.83333333;52.875;51.125;47.05734047;33.93463164
3874;09/08/1997;3874;1997;8;221;Saturday;100;34;7;21.38888889;66;87.5;42.62975513;25.1278067
3875;10/08/1997;3875;1997;8;222;Sunday;126;53;7;24.16666667;65.5;74.5;43.61405266;24.46270386
3876;11/08/1997;3876;1997;8;223;Monday;106;37;6;19.72222222;62.125;90.375;13.44541344;14.99997659
3877;12/08/1997;3877;1997;8;224;Tuesday;111;39;7;20.83333333;67.875;92.75;27.79803259;4.938313223
3878;13/08/1997;3878;1997;8;225;Wednesday;94;43;5;20.27777778;58.75;76.125;18.78494719;17.25981119
3879;14/08/1997;3879;1997;8;226;Thursday;96;40;10;18.61111111;63.125;75.5;29.45619582;19.31392601
3880;15/08/1997;3880;1997;8;227;Friday;101;37;4;25;70;77.625;39.77971303;20.43920611
3881;16/08/1997;3881;1997;8;228;Saturday;92;39;10;26.66666667;69.875;92.125;37.80064967;31.11091081
3882;17/08/1997;3882;1997;8;229;Sunday;99;42;8;20.27777778;64;95.125;NA;21.44849446
3883;18/08/1997;3883;1997;8;230;Monday;107;43;4;17.5;54.375;72.875;5.846350249;16.6322316
3884;19/08/1997;3884;1997;8;231;Tuesday;112;55;6;17.77777778;60;77.5;25.92224557;15.31064959
3885;20/08/1997;3885;1997;8;232;Wednesday;106;41;5;19.44444444;59.375;75.75;29.56835474;14.4759854
3886;21/08/1997;3886;1997;8;233;Thursday;98;46;5;17.5;52.875;66.375;12.92750865;17.15016942
3887;22/08/1997;3887;1997;8;234;Friday;99;47;10;17.77777778;54.875;71.75;21.96424898;11.37179604
3888;23/08/1997;3888;1997;8;235;Saturday;103;38;13;18.61111111;57.75;68.375;26.23574992;16.53142676
3889;24/08/1997;3889;1997;8;236;Sunday;96;42;6;21.38888889;62.75;83.625;19.34477273;27.2637475
3890;25/08/1997;3890;1997;8;237;Monday;110;50;7;18.61111111;59.5;82.75;25.29491086;26.46895952
3891;26/08/1997;3891;1997;8;238;Tuesday;104;42;15;20.55555556;68.75;76.625;46.51321056;17.05724128
3892;27/08/1997;3892;1997;8;239;Wednesday;100;44;14;25;67.5;77.5;48.25817053;14.94495867
3893;28/08/1997;3893;1997;8;240;Thursday;109;55;5;20.27777778;58.125;77.5;15.25817052;18.40400033
3894;29/08/1997;3894;1997;8;241;Friday;97;42;3;19.44444444;58.875;75.875;26.37381411;17.08150641
3895;30/08/1997;3895;1997;8;242;Saturday;87;34;5;18.33333333;68.125;88.5;41.28902551;17.19390464
3896;31/08/1997;3896;1997;8;243;Sunday;101;45;5;22.22222222;62.125;74.75;18.35463325;27.40821225
3897;01/09/1997;3897;1997;9;244;Monday;94;48;6;21.38888889;65.875;77.125;30.73226837;25.2449625
3898;02/09/1997;3898;1997;9;245;Tuesday;93;35;8;20;51.75;66.5;35.38350065;11.65573398
3899;03/09/1997;3899;1997;9;246;Wednesday;82;37;3;14.72222222;47.125;71.125;5.425489605;16.03782021
3900;04/09/1997;3900;1997;9;247;Thursday;111;46;6;15;44.875;59.75;29.45696975;14.59075158
3901;05/09/1997;3901;1997;9;248;Friday;93;30;12;15.83333333;51;54.75;55.5069246;14.98173517
3902;06/09/1997;3902;1997;9;249;Saturday;119;45;6;23.61111111;64.75;67;40.52267046;30.91238278
3903;07/09/1997;3903;1997;9;250;Sunday;95;49;8;18.88888889;60.125;85.5;21.36763771;22.08346697
3904;08/09/1997;3904;1997;9;251;Monday;101;44;12;19.72222222;62.875;88.125;21.55416217;17.75434913
3905;09/09/1997;3905;1997;9;252;Tuesday;103;52;4;20.27777778;60.375;83.5;31.59352681;19.23365205
3906;10/09/1997;3906;1997;9;253;Wednesday;103;44;7;18.05555556;55.375;78.25;14.75063653;13.32333941
3907;11/09/1997;3907;1997;9;254;Thursday;100;46;6;16.38888889;53.75;77.625;20.81905657;7.64253258
3908;12/09/1997;3908;1997;9;255;Friday;89;50;6;16.38888889;52.75;67.625;28.75607315;11.23761091
3909;13/09/1997;3909;1997;9;256;Saturday;113;42;7;17.5;58.625;71.25;42.05647147;19.0712192
3910;14/09/1997;3910;1997;9;257;Sunday;110;47;4;20.55555556;62.375;80.5;48.7691947;32.04304324
3911;15/09/1997;3911;1997;9;258;Monday;120;48;10;20.83333333;65.375;81.5;80.76657039;33.06750882
3912;16/09/1997;3912;1997;9;259;Tuesday;104;42;7;23.61111111;68.875;73.875;81.77553813;37.1710936
3913;17/09/1997;3913;1997;9;260;Wednesday;99;40;8;21.11111111;50.875;56.125;19.80323523;14.52772754
3914;18/09/1997;3914;1997;9;261;Thursday;87;39;4;20.55555556;50.375;41.75;94.86621865;19.87625065
3915;19/09/1997;3915;1997;9;262;Friday;94;46;5;22.77777778;67.875;96.375;35.88334981;22.28052353
3916;20/09/1997;3916;1997;9;263;Saturday;109;40;9;14.72222222;48.5;74.875;8.102406494;14.62191118
3917;21/09/1997;3917;1997;9;264;Sunday;110;36;9;13.88888889;46.125;67.5;12.13914683;9.131051228
3918;22/09/1997;3918;1997;9;265;Monday;97;40;6;14.16666667;51.875;79.125;35.29607715;4.898572689
3919;23/09/1997;3919;1997;9;266;Tuesday;103;40;14;15;46.375;71.125;15.27520771;10.55019733
3920;24/09/1997;3920;1997;9;267;Wednesday;101;47;7;13.61111111;47.375;66.25;30.2463403;8.362876389
3921;25/09/1997;3921;1997;9;268;Thursday;111;50;4;18.88888889;55.125;68.625;28.73189877;15.59967146
3922;26/09/1997;3922;1997;9;269;Friday;103;38;6;15.55555556;51.125;78.25;19.9366718;15.05281343
3923;27/09/1997;3923;1997;9;270;Saturday;115;49;9;16.94444444;54.125;63;30.02852263;17.93596906
3924;28/09/1997;3924;1997;9;271;Sunday;86;40;8;17.77777778;48;60.5;23.10671543;14.53014889
3925;29/09/1997;3925;1997;9;272;Monday;103;42;5;18.33333333;44.125;45.375;56.9366748;16.85898431
3926;30/09/1997;3926;1997;9;273;Tuesday;112;49;13;15.27777778;47;65.125;17.92617756;9.689419282
3927;01/10/1997;3927;1997;10;274;Wednesday;101;46;9;11.11111111;42.5;76.625;18.65665149;15.06599936
3928;02/10/1997;3928;1997;10;275;Thursday;104;53;10;16.11111111;51.875;48.5;76.19123281;13.74974707
3929;03/10/1997;3929;1997;10;276;Friday;117;47;7;22.77777778;60.75;54;88.28045933;29.41108584
3930;04/10/1997;3930;1997;10;277;Saturday;107;36;12;20;55.75;77.375;45.2194964;18.90098834
3931;05/10/1997;3931;1997;10;278;Sunday;113;58;7;21.11111111;54.875;48.125;52.04680011;28.35883469
3932;06/10/1997;3932;1997;10;279;Monday;100;47;5;21.38888889;56.375;60;87.05729734;20.63701812
3933;07/10/1997;3933;1997;10;280;Tuesday;132;57;15;23.05555556;58.875;61.75;55.31877364;18.55306234
3934;08/10/1997;3934;1997;10;281;Wednesday;119;49;7;22.5;60.375;56.125;72.98644099;30.64661377
3935;09/10/1997;3935;1997;10;282;Thursday;109;40;8;17.77777778;44.75;59.5;41.00743546;15.97258232
3936;10/10/1997;3936;1997;10;283;Friday;101;44;6;15;47.25;70;43.1324388;8.939395469
3937;11/10/1997;3937;1997;10;284;Saturday;109;44;6;16.38888889;44.25;44.5;28.07442196;17.82464854
3938;12/10/1997;3938;1997;10;285;Sunday;116;51;9;21.11111111;56.125;49.875;35.01406285;30.85051286
3939;13/10/1997;3939;1997;10;286;Monday;108;36;14;15.27777778;39.375;70.625;21.63525022;13.39941481
3940;14/10/1997;3940;1997;10;287;Tuesday;108;46;16;5.833333333;30.25;64.75;17.00881423;8.653013718
3941;15/10/1997;3941;1997;10;288;Wednesday;95;38;8;5.833333333;36.75;61.625;43.09279213;4.258296569
3942;16/10/1997;3942;1997;10;289;Thursday;107;47;7;8.611111111;38.5;72.625;46.22344637;8.933377756
3943;17/10/1997;3943;1997;10;290;Friday;93;39;8;7.5;39.25;85.125;46.08080415;7.048164567
3944;18/10/1997;3944;1997;10;291;Saturday;118;46;13;6.944444444;36.375;70.5;51.08867708;7.35819856
3945;19/10/1997;3945;1997;10;292;Sunday;101;42;5;10;45.25;68.25;37.14396023;14.69493693
3946;20/10/1997;3946;1997;10;293;Monday;105;44;4;7.5;32.625;65;17.08867708;6.896259682
3947;21/10/1997;3947;1997;10;294;Tuesday;135;59;7;5.833333333;20.625;42.5;17.07030692;10.53927076
3948;22/10/1997;3948;1997;10;295;Wednesday;106;47;5;2.222222222;23.5;63.125;27.26381818;12.6902152
3949;23/10/1997;3949;1997;10;296;Thursday;109;44;12;6.944444444;31.25;53.625;48.26697344;3.953268252
3950;24/10/1997;3950;1997;10;297;Friday;128;47;8;7.777777778;44.375;85;36.1724983;1.067002224
3951;25/10/1997;3951;1997;10;298;Saturday;112;56;10;8.333333333;37.875;74.125;22.76514893;15.73763476
3952;26/10/1997;3952;1997;10;299;Sunday;109;42;7;4.444444444;36;93.5;5.177746922;22.20778707
3953;27/10/1997;3953;1997;10;300;Monday;128;53;7;0.277777778;25.57142857;83.42857143;13.22498449;12.16978788
3954;28/10/1997;3954;1997;10;301;Tuesday;128;47;13;3.888888889;36.125;66.875;40.98780855;5.496439572
3955;29/10/1997;3955;1997;10;302;Wednesday;106;41;8;6.666666667;36;72;50.41041432;3.360809815
3956;30/10/1997;3956;1997;10;303;Thursday;128;52;10;10.55555556;50.25;72.5;61.44977897;11.89646101
3957;31/10/1997;3957;1997;10;304;Friday;130;56;5;15.27777778;52.5;79.25;38.36075572;12.00790516
3958;01/11/1997;3958;1997;11;305;Saturday;117;55;9;10;36.125;71.625;15.42091157;9.189222384
3959;02/11/1997;3959;1997;11;306;Sunday;111;42;15;3.611111111;30.125;81.875;4.413038631;10.74857207
3960;03/11/1997;3960;1997;11;307;Monday;118;39;15;2.5;34.125;89.125;18.53932137;2.46771691
3961;04/11/1997;3961;1997;11;308;Tuesday;103;45;8;3.888888889;35.25;86.625;20.66205527;1.834602279
3962;05/11/1997;3962;1997;11;309;Wednesday;99;47;6;4.444444444;40.5;86.375;30.63581218;4.790754016
3963;06/11/1997;3963;1997;11;310;Thursday;125;48;12;7.222222222;39.875;78.875;22.85594353;7.724169684
3964;07/11/1997;3964;1997;11;311;Friday;119;45;9;6.111111111;35.25;79.25;12.68829837;18.75158185
3965;08/11/1997;3965;1997;11;312;Saturday;117;41;11;6.666666667;34.125;69.625;18.6987956;15.01988222
3966;09/11/1997;3966;1997;11;313;Sunday;120;51;9;5.833333333;34.875;75.25;21.79594602;9.645174812
3967;10/11/1997;3967;1997;11;314;Monday;121;59;2;2.5;22.125;60.5;15.78160178;10.40764245
3968;11/11/1997;3968;1997;11;315;Tuesday;93;49;5;-1.944444444;18.25;63.375;19.72124265;7.33624595
3969;12/11/1997;3969;1997;11;316;Wednesday;103;48;10;-3.055555556;16.75;64.125;30.44425344;8.339135542
3970;13/11/1997;3970;1997;11;317;Thursday;108;47;10;-0.277777778;22.25;57.375;34.64776199;9.360119245
3971;14/11/1997;3971;1997;11;318;Friday;122;56;8;2.222222222;31.25;85.5;15.39057968;17.25353273
3972;15/11/1997;3972;1997;11;319;Saturday;115;44;12;-1.666666667;24.375;85.375;13.36618663;9.846852634
3973;16/11/1997;3973;1997;11;320;Sunday;112;59;3;-5.555555556;14;78.75;8.366088289;16.08094733
3974;17/11/1997;3974;1997;11;321;Monday;114;48;5;-3.611111111;24;76.125;47.2007568;8.086969714
3975;18/11/1997;3975;1997;11;322;Tuesday;112;53;10;0;25.125;71.875;38.79227829;7.695543783
3976;19/11/1997;3976;1997;11;323;Wednesday;118;59;3;-2.5;22.625;79.625;39.98818774;5.627109287
3977;20/11/1997;3977;1997;11;324;Thursday;125;43;11;0.833333333;37.5;89.125;59.94095017;4.534514505
3978;21/11/1997;3978;1997;11;325;Friday;140;60;11;1.944444444;29.625;81;17.00307468;20.562764
3979;22/11/1997;3979;1997;11;326;Saturday;106;48;10;1.388888889;25.625;77.625;33.04276905;11.78236486
3980;23/11/1997;3980;1997;11;327;Sunday;114;59;8;-3.333333333;20.75;70.875;14.14511712;13.51344522
3981;24/11/1997;3981;1997;11;328;Monday;111;54;9;-3.055555556;17.125;56;33.34551264;8.294040147
3982;25/11/1997;3982;1997;11;329;Tuesday;94;52;7;8.333333333;41.25;67.375;55.09525524;11.00750232
3983;26/11/1997;3983;1997;11;330;Wednesday;111;53;5;6.111111111;23.625;51.375;34.99290717;10.24100588
3984;27/11/1997;3984;1997;11;331;Thursday;95;39;10;3.055555556;39;88.125;28.89776494;8.494392846
3985;28/11/1997;3985;1997;11;332;Friday;136;58;11;9.444444444;45.25;98.5;27.83601573;6.24807032
3986;29/11/1997;3986;1997;11;333;Saturday;109;53;6;7.5;47.125;99.625;48.75728645;6.719275545
3987;30/11/1997;3987;1997;11;334;Sunday;95;46;10;5.555555556;31.875;74.75;17.86493511;16.71106473
3988;01/12/1997;3988;1997;12;335;Monday;122;54;13;2.777777778;31.125;82.25;3.712673191;23.0849247
3989;02/12/1997;3989;1997;12;336;Tuesday;108;49;8;2.5;30;76.375;29.67068424;10.22002454
3990;03/12/1997;3990;1997;12;337;Wednesday;127;54;17;2.5;32.75;90.5;28.73482612;4.151824245
3991;04/12/1997;3991;1997;12;338;Thursday;120;50;13;0;21.375;71.75;11.69215073;7.833908606
3992;05/12/1997;3992;1997;12;339;Friday;109;46;8;-3.333333333;17.375;76.75;18.79974742;6.864150039
3993;06/12/1997;3993;1997;12;340;Saturday;115;49;8;-1.944444444;25.75;78.875;21.15288946;10.12914237
3994;07/12/1997;3994;1997;12;341;Sunday;101;52;6;-1.111111111;27;87;13.91259272;10.7342911
3995;08/12/1997;3995;1997;12;342;Monday;116;51;13;-1.944444444;26.875;86.375;27.86273085;7.279834672
3996;09/12/1997;3996;1997;12;343;Tuesday;85;33;8;0.555555556;30.625;84.75;37.84976632;4.418770894
3997;10/12/1997;3997;1997;12;344;Wednesday;125;57;12;1.388888889;31;89.125;9.024286899;14.90187069
3998;11/12/1997;3998;1997;12;345;Thursday;109;49;7;0.833333333;25;73.5;11.0793974;18.93976131
3999;12/12/1997;3999;1997;12;346;Friday;108;39;11;-2.5;21.25;82.75;26.40942272;11.55608504
4000;13/12/1997;4000;1997;12;347;Saturday;119;45;13;-3.055555556;22.25;82;24.24997751;7.991851062
4001;14/12/1997;4001;1997;12;348;Sunday;104;42;5;-0.555555556;25.875;77.625;33.20798856;6.421001739
4002;15/12/1997;4002;1997;12;349;Monday;118;49;8;3.055555556;30.875;71.25;50.26945068;5.603598151
4003;16/12/1997;4003;1997;12;350;Tuesday;119;45;9;3.888888889;30;79.25;54.30349824;6.104323497
4004;17/12/1997;4004;1997;12;351;Wednesday;112;48;11;2.777777778;26.5;66.5;49.27463084;9.013390417
4005;18/12/1997;4005;1997;12;352;Thursday;118;54;11;3.611111111;32.75;75.625;46.00935935;5.176494395
4006;19/12/1997;4006;1997;12;353;Friday;106;54;9;4.722222222;33.125;78.125;53.33236565;4.578844612
4007;20/12/1997;4007;1997;12;354;Saturday;94;43;7;0.555555556;23.875;71.125;15.43471371;10.10989971
4008;21/12/1997;4008;1997;12;355;Sunday;136;57;8;0.277777778;25;72.75;14.54955748;17.52176586
4009;22/12/1997;4009;1997;12;356;Monday;120;53;8;1.388888889;33;94.25;15.46509223;8.385779025
4010;23/12/1997;4010;1997;12;357;Tuesday;124;54;11;1.111111111;27.625;78.125;39.55169443;4.936372301
4011;24/12/1997;4011;1997;12;358;Wednesday;104;43;6;1.111111111;31.5;91.125;32.70676854;7.810923972
4012;25/12/1997;4012;1997;12;359;Thursday;122;55;13;-0.833333333;24.5;83.375;14.61992648;8.721172752
4013;26/12/1997;4013;1997;12;360;Friday;119;53;15;-1.944444444;23.75;88;24.57531322;6.886754272
4014;27/12/1997;4014;1997;12;361;Saturday;132;56;20;-5;13.75;75.25;17.46540785;7.569697172
4015;28/12/1997;4015;1997;12;362;Sunday;111;40;11;-3.611111111;28.75;83.125;29.46097655;7.266293317
4016;29/12/1997;4016;1997;12;363;Monday;119;52;10;-1.388888889;23.625;85;23.53970583;4.890669415
4017;30/12/1997;4017;1997;12;364;Tuesday;112;49;11;-5.833333333;17.25;78.25;25.18823847;8.057322891
4018;31/12/1997;4018;1997;12;365;Wednesday;127;60;19;-7.777777778;5.25;67.5;27.63942958;12.47470643
4019;01/01/1998;4019;1998;1;1;Thursday;108;43;10;-2.222222222;22.5;NA;24.64992682;15.31497775
4020;02/01/1998;4020;1998;1;2;Friday;136;61;9;6.666666667;35.9;NA;40.68271934;11.03218972
4021;03/01/1998;4021;1998;1;3;Saturday;128;53;10;8.333333333;46.9;NA;28.57860765;12.92954689
4022;04/01/1998;4022;1998;1;4;Sunday;145;65;10;7.222222222;40;NA;11.58648059;9.97492729
4023;05/01/1998;4023;1998;1;5;Monday;120;54;16;8.888888889;46.7;NA;21.37997074;6.075131824
4024;06/01/1998;4024;1998;1;6;Tuesday;144;68;11;6.111111111;41.1;NA;40.50512699;10.10979887
4025;07/01/1998;4025;1998;1;7;Wednesday;110;53;13;3.333333333;34.2;NA;NA;17.52604463
4026;08/01/1998;4026;1998;1;8;Thursday;107;47;11;1.111111111;30.8;NA;1.680608078;18.81765069
4027;09/01/1998;4027;1998;1;9;Friday;123;53;10;-3.888888889;25.3;NA;16.65620024;13.9237028
4028;10/01/1998;4028;1998;1;10;Saturday;107;47;15;-11.11111111;2.8;NA;20.71393505;14.27100242
4029;11/01/1998;4029;1998;1;11;Sunday;112;61;9;-7.777777778;7.1;NA;32.27470631;9.160295226
4030;12/01/1998;4030;1998;1;12;Monday;131;60;13;-5;20.6;NA;28.77166986;4.306218725
4031;13/01/1998;4031;1998;1;13;Tuesday;108;47;7;-13.88888889;-6;NA;41.65620024;8.930563089
4032;14/01/1998;4032;1998;1;14;Wednesday;135;52;17;-8.333333333;15.4;NA;46.63295605;11.87136395
4033;15/01/1998;4033;1998;1;15;Thursday;132;59;10;-2.222222222;23.1;NA;29.68987422;7.015234843
4034;16/01/1998;4034;1998;1;16;Friday;143;57;18;-2.222222222;23.6;NA;18.73448747;11.61087537
4035;17/01/1998;4035;1998;1;17;Saturday;127;55;14;-5;21.9;NA;35.29637126;5.664995451
4036;18/01/1998;4036;1998;1;18;Sunday;141;59;14;-8.888888889;13.5;NA;37.69249853;6.075914602
4037;19/01/1998;4037;1998;1;19;Monday;135;64;14;-4.444444444;19.1;NA;42.70037146;4.218305429
4038;20/01/1998;4038;1998;1;20;Tuesday;123;66;13;-3.333333333;21.3;NA;59.69113666;5.899560508
4039;21/01/1998;4039;1998;1;21;Wednesday;119;54;15;-0.555555556;26.8;NA;37.56321061;6.498963004
